ESCOURI,ID,UUID,ORIGINUUID,SKILLTYPE,REUSELEVEL,PREFERREDLABEL,ALTLABELS,DESCRIPTION,DEFINITION,SCOPENOTE
http://data.europa.eu/esco/skill/0f69d0b1-b2a4-4e38-8281-cba49b718303,key_20253,,,knowledge,occupation-specific,occupational medicine,"occupational and enivronmental medicine
occupational medicine
occupational medicine specialty
disability assessment medicine
environmental health medicine",Occupational medicine is a medical specialty mentioned in the EU Directive 2005/36/EC.,,
http://data.europa.eu/esco/skill/0f6a4412-7517-4db9-bf3f-53597ff48f1e,key_20254,,,skill/competence,sector-specific,monitor casino finances,"monitor casino's finances
monitor finances of casino
keep track of casino accounts
monitor casino finances
review casino finances",Monitor and review the finances and betting accounts of a casino.,,
http://data.europa.eu/esco/skill/0f775d62-d543-40dd-aaaf-56195c2bfd80,key_20255,,,skill/competence,transversal,understand spoken Persian,"interpret spoken Persian
make sense of spoken Persian
understand spoken Persian
comprehend spoken Farsi
listen to Farsi
understanding spoken Persian
comprehend spoken Persian
understand Persian speech
listen to Persian",Comprehend orally expressed Persian.,,
http://data.europa.eu/esco/skill/0f7b4bf5-8d37-4205-bd61-fe0878e9d9e2,key_20256,,,skill/competence,cross-sector,adjust production schedule,"change production schedule
adjust a production schedule
alter production schedule
vary production schedule
adjust production scheduling
adjust production schedules
amend production schedule
adjust production schedule",Adjust work schedule in order to maintain permanent shift operation.,,
http://data.europa.eu/esco/skill/0f829ca3-7352-4a54-a991-b2fb3412c94c,key_20257,,,skill/competence,sector-specific,advise customers on appropriate pet care,"help customers on appropriate pet care
instruct customers on appropriate pet care
advise customers on appropriate pet care
advising customers on appropriate pet care
advise a customer on appropriate pet care
recommend customers on appropriate pet care
suggest to customers on appropriate pet care
advising a customer on appropriate pet care","Provide information to customers on how to feed and care for pets, appropriate food choices, vaccination needs, etc.",,
http://data.europa.eu/esco/skill/0f84b07a-6092-47d8-819e-9ad146e10749,key_20258,,,skill/competence,occupation-specific,stretch belts,"stretch belts
fit belts
fitting belts
belt fitting
belt stretching
stretching belts","Stretch the belts to fit the moulds, fastening multiple moulds using a metal rod nut.",,
http://data.europa.eu/esco/skill/0f850624-ae28-47c2-ab80-484290a96aea,key_20259,,,knowledge,sector-specific,metal and metal ore products,"metal and metal ore product
metal and metal ore commodities
metal and metal ore products
metal and metal ore production
metal and metal ore stock
metal and metal ore brands
a metal and metal ore product
metal and metal ore merchandise
metal and metal ore goods","The offered metal and metal ore products, their functionalities, properties and legal and regulatory requirements.",,
http://data.europa.eu/esco/skill/0f8b7a8d-371b-4ee9-8f4e-3317442bd047,key_20260,,,skill/competence,sector-specific,announce amusement park attractions,"announce amusement parks' attractions
announce amusement park attractions
announce attractions at amusement park
advertise entertainment attractions at amusement park
advertise amusement park attractions","Announce and promote amusement park attractions, games and entertainment to potential visitors.",,
http://data.europa.eu/esco/skill/0f9098d1-9bcd-453c-a9ec-e8b635705976,key_20261,,,knowledge,cross-sector,woodworking processes,"woodwork processes
woodworking procedures
wood working processes
woodworking mechanisms
woodworking processes
woodworking measures
woodworking systems","Steps in the processing of wood for the manufacturing of wooden articles and types of machines used for these processes such as drying, shaping, assembling and surface finishing.",,
http://data.europa.eu/esco/skill/0f9958d2-f700-4f62-b90b-a5873cb5ae4c,key_20262,,,knowledge,occupation-specific,systems thinking,"system thinking
integrated thinking
systems thinking
integrate thinking
systems thought
integration of thinking","The integrated approach to understanding how various constituents of a system interrelate, interact and influence one another within a whole logistic system.",,
http://data.europa.eu/esco/skill/0f997f18-7304-4f0c-b0f0-6468f953d52d,key_20263,,,knowledge,sector-specific,procedures associated with different air navigation areas,"procedures associated with different areas of air navigation
practices and procedures used in different airspace zones
procedures associated with different air navigation zones
procedures associated different air navigation regions
procedures associated with different regions of air navigation
operational procedures related to different airspace areas
practices and processes used in different airspace zones
operational practices related to different airspace areas
operational processes related to different airspace regions
procedures associated with different air navigation sectors
procedures associated with different air navigation areas","Know relevant information related to various air navigation areas, including the availability of air navigation facilities and services and the procedures associated with them, as well as general air navigation procedures.",,
http://data.europa.eu/esco/skill/0f9f8352-0488-4a1e-9171-2c5466c17f41,key_20264,,,skill/competence,sector-specific,analyse unemployment rates,"audit unemployment rates
audit jobless rates
investigate jobless rates
scrutinise jobless rates
scrutinise unemployment rates
analyze  unemployment rates
investigate unemployment rates",Analyse data and perform research concerning unemployment in a region or nation in order to identify causes for unemployment and possible solutions.,,
http://data.europa.eu/esco/skill/0fad7d54-a1ac-412e-84d5-3740ba5cb7a1,key_20265,,,skill/competence,occupation-specific,use locksmith equipment,"use locksmith gear
use locksmith instruments
using locksmith equipment
use locksmith tools
use locksmith equipment
use locksmithing equipment","Use specialised tools and equipment to operate on locking devices and keys such as lock picks, tension wrenches, key turners and lever picks, destructive opening tools and grinders and milling machines.",,
http://data.europa.eu/esco/skill/0faefe0b-17d1-4fa7-87ee-3c21096765c0,key_20266,,,knowledge,occupation-specific,horse riding equipment,"horse riding equipment
horse riding gear
horse-riding equipment
horse riding paraphernalia",Equipment used for riding horses such as a saddle or stirrups.,,
http://data.europa.eu/esco/skill/0fb63e16-f674-4b96-9954-b9d63b666650,key_20267,,,knowledge,sector-specific,variety of botanicals,"types of botanicals
variety of botanicals
botanical varieties
formats of botanicals
categories of botanicals
variety of a botanical
variety of botanical",Principles of botanicals with a primary focus in herbaceous and annual plants in raw form.,,
